iter	Logloss
245	0.2470669556
246	0.2469324646
247	0.2468499756
248	0.2467496948
249	0.2466489868
250	0.2465281372
251	0.2464385376
252	0.2463864441
253	0.2462727661
254	0.2461943054
255	0.246087326
256	0.2460059814
257	0.2459134979
258	0.2458597717
259	0.2457741394
260	0.2456194
261	0.2455290527
262	0.2454389496
263	0.2453430023
264	0.2452505493
265	0.2451533661
266	0.2450866089
267	0.2449795532
268	0.2448826599
269	0.2448280487
270	0.244706543
271	0.2446141968
272	0.2444740906
273	0.2443872223
274	0.2442997742
275	0.2442365417
276	0.2441716309
277	0.2441049652
278	0.2440877686
279	0.2440088501
280	0.2439599304
281	0.2438973694
282	0.2438394928
283	0.2437146912
284	0.2436022949
285	0.2435474091
286	0.2434910431
287	0.2433911133
288	0.2433774414
289	0.2433082428
290	0.2432365875
291	0.2431659698
292	0.243080658
293	0.2430041351
294	0.2429488525
295	0.2428860168
296	0.2428534546
297	0.2428332214
298	0.2427545471
299	0.2426977234
300	0.2425800171
301	0.2425296631
302	0.2424797668
303	0.2423729095
304	0.2423330383
305	0.2422825165
306	0.2422286682
307	0.2421658325
308	0.242112854
309	0.242057251
310	0.2420075989
311	0.2419720001
312	0.2418825989
313	0.2418508911
314	0.2417820129
315	0.2417657776
316	0.2417067261
317	0.2416316833
318	0.2415635681
319	0.2414954529
320	0.2414270325
321	0.2413697205
322	0.2413356171
323	0.2412896118
324	0.241276001
325	0.2412329712
326	0.2411125793
327	0.2410189819
328	0.2409782715
329	0.2409126892
330	0.2408205566
331	0.2407753296
332	0.2407351685
333	0.2406737061
334	0.2406234131
335	0.2406064758
336	0.240577774
337	0.2405118256
338	0.2404680786
339	0.240457428
340	0.2403928223
341	0.240341217
342	0.2403108063
343	0.2402059937
344	0.2401499176
345	0.2401406555
346	0.2400816956
347	0.2400713806
348	0.2400352936
349	0.2399948425
350	0.239986969
351	0.2399442749
352	0.2398955078
353	0.239831604
354	0.2397928162
355	0.2397546387
356	0.2397401428
357	0.239673645
358	0.2396387939
359	0.2396239471
360	0.2395803528
361	0.2395100708
362	0.239455658
363	0.2394294128
364	0.2394215088
365	0.2393775635
366	0.2393304443
367	0.2392808228
368	0.2392731476
369	0.2392151337
370	0.239164856
371	0.2391296387
372	0.2391180115
373	0.2390948486
374	0.239006546
375	0.2389532776
376	0.2389159546
377	0.2388685303
378	0.2388082275
379	0.238769577
380	0.2387138977
381	0.2386820068
382	0.2386289062
383	0.2385909729
384	0.2385427551
385	0.2385003204
386	0.2384725037
387	0.2384625854
388	0.2384354706
389	0.2384118347
390	0.2383545685
391	0.2382998657
392	0.2382584381
393	0.2382336273
394	0.2381540833
395	0.2381357117
396	0.2381284943
397	0.23810495
398	0.238096405
399	0.2380404205
400	0.2380318298
401	0.2380045319
402	0.2379940948
403	0.2379487152
404	0.2379368286
405	0.2378827362
406	0.2378394012
407	0.2378092651
408	0.2377456512
409	0.2377111053
410	0.2376937866
411	0.2376874695
412	0.2376809082
413	0.2376741943
414	0.2376432495
415	0.2376031799
416	0.23759935
417	0.2375900421
418	0.2375187073
419	0.2374719849
420	0.2374664459
421	0.237463913
422	0.2374591675
423	0.2374177551
424	0.2373914185
425	0.2373866882
426	0.2373809204
427	0.2373112488
428	0.237287323
429	0.2372190704
430	0.2371837921
431	0.2371774902
432	0.2371269073
433	0.2370849457
434	0.2370545044
435	0.2370494537
436	0.2369962769
437	0.2369407349
438	0.2369355469
439	0.2368671112
440	0.2368245087
441	0.2368163147
442	0.2368009949
443	0.236763855
444	0.236755127
445	0.2367498474
446	0.236710907
447	0.2366637573
448	0.2366585388
449	0.2366141052
450	0.2365884094
451	0.2365855713
452	0.2365684052
453	0.2365332031
454	0.2365081177
455	0.2364755249
456	0.2364408722
457	0.2364134064
458	0.2363701477
459	0.2363656616
460	0.2363264008
461	0.2362688293
462	0.2362645569
463	0.236221817
464	0.2361870422
465	0.2361420441
466	0.2361010132
467	0.2360464478
468	0.2360411377
469	0.2360088806
470	0.2359603424
471	0.2359232941
472	0.2358996277
473	0.2358659363
474	0.2357944946
475	0.2357774353
476	0.235727356
477	0.2357050323
478	0.2356664276
479	0.2356452637
480	0.2356376953
481	0.2356324158
482	0.2356256104
483	0.2356219482
484	0.2355686646
485	0.2355309448
486	0.2354701385
487	0.2354645691
488	0.2354440918
489	0.2354283447
490	0.2353946686
491	0.2353413544
492	0.2353078766
493	0.23530159
494	0.2352572632
495	0.2352328644
496	0.235184021
497	0.2351781006
498	0.2351574707
499	0.2351506958
500	0.2351443634
501	0.2351142731
502	0.2351082153
503	0.235061615
504	0.2350455627
505	0.2349946289
506	0.2349509888
507	0.2349039459
508	0.2348867188
509	0.2348533173
510	0.2348344574
511	0.2348073273
512	0.2347583008
513	0.2347421875
514	0.2347380066
515	0.2346727905
516	0.2346356812
517	0.2346031647
518	0.2345529633
519	0.2345279846
520	0.2344794006
521	0.2344355621
522	0.2344218597
523	0.2343760376
524	0.2343511963
525	0.2343445587
526	0.2343407135
527	0.2343373413
528	0.2343144073
529	0.2342986145
530	0.2342926941
531	0.2342627258
532	0.2342103729
533	0.2341702881
534	0.2341659546
535	0.2341540375
536	0.2341474304
537	0.2341173706
538	0.2340692444
539	0.2340406189
540	0.2340341797
541	0.2340003052
542	0.2339810638
543	0.2339538574
544	0.2339240112
545	0.2338762665
546	0.2338561859
547	0.2338506165
548	0.233824707
549	0.2338005219
550	0.2337700958
551	0.233745636
552	0.233738678
553	0.2337046051
554	0.2336983337
555	0.2336673889
556	0.2336285706
557	0.2336027679
558	0.2335995789
559	0.2335969086
560	0.2335936584
561	0.2335440369
562	0.2334866943
563	0.2334828186
564	0.2334763184
565	0.2334487
566	0.233442749
567	0.2334206543
568	0.2334047241
569	0.2333678131
570	0.2333627167
571	0.2333083496
572	0.2332745056
573	0.2332530212
574	0.2332462158
575	0.2332093964
576	0.2331746216
577	0.2331388245
578	0.2331344299
579	0.2331315308
580	0.2331030273
581	0.233072113
582	0.2330285034
583	0.2330224762
584	0.2329503479
585	0.2329267273
586	0.2329022217
587	0.2328865204
588	0.2328479919
589	0.2328314819
590	0.2328291931
591	0.2327925415
592	0.2327803955
593	0.2327753296
594	0.2327704315
595	0.232756958
596	0.2327292023
597	0.2326840057
598	0.232679657
599	0.2326759644
600	0.232650116
601	0.2326140747
602	0.2325684204
603	0.2325072937
604	0.2324863739
605	0.2324590302
606	0.2324559937
607	0.2324511871
608	0.2324341736
609	0.2324237061
610	0.2323884583
611	0.2323584747
612	0.2323079529
613	0.2323044739
614	0.2323002319
615	0.2322681274
616	0.2322346802
617	0.2322298279
618	0.2321922607
619	0.2321752625
620	0.232145813
621	0.2321277161
622	0.2320905762
623	0.2320863037
624	0.23206427
625	0.2320506592
626	0.2320295715
627	0.2319984741
628	0.2319564819
629	0.2319342804
630	0.2319302979
631	0.2319132385
632	0.2318799744
633	0.2318752747
634	0.2318332825
635	0.2317740936
636	0.2317701721
637	0.2317341003
638	0.231685791
639	0.2316829529
640	0.2316790771
641	0.2316506042
642	0.2316463318
643	0.2316423798
644	0.2316392365
645	0.2316079712
646	0.231566864
647	0.2315608215
648	0.2315303955
649	0.2314835968
650	0.2314440308
651	0.2314222107
652	0.231386261
653	0.2313736572
654	0.231345993
655	0.2313132935
656	0.2312767334
657	0.2312736816
658	0.2312568359
659	0.2312372284
660	0.2312333679
661	0.2312198639
662	0.2312114868
663	0.2312070923
664	0.2312039185
665	0.2311817017
666	0.2311384888
667	0.2311342926
668	0.2310969543
669	0.2310678558
670	0.2310445404
671	0.2310120544
672	0.2309747925
673	0.230971344
674	0.2309695435
675	0.2309507904
676	0.2309341888
677	0.2309307556
678	0.23092659
679	0.2308959961
680	0.2308681335
681	0.2308424683
682	0.2308365936
683	0.230774704
684	0.2307547913
685	0.2307388611
686	0.2307348633
687	0.2307308807
688	0.2306885834
689	0.230653717
690	0.2306152954
691	0.2306112366
692	0.2305953827
693	0.2305916901
694	0.2305816193
695	0.2305342102
696	0.2305128784
697	0.2305092163
698	0.2304624023
699	0.2304354095
700	0.2304315796
701	0.2304181366
702	0.2303953094
703	0.230391449
704	0.2303641663
705	0.2303573151
706	0.2303078003
707	0.2302821198
708	0.2302784882
709	0.2302555542
710	0.2302497253
711	0.2302429047
712	0.2302349548
713	0.2302303772
714	0.2301997375
715	0.2301904907
716	0.2301603699
717	0.2301381836
718	0.2301105957
719	0.2300981598
720	0.2300717163
721	0.2300512085
722	0.2300472412
723	0.2300197296
724	0.230016571
725	0.2300103149
726	0.2300055237
727	0.2299733887
728	0.229968811
729	0.2299438782
730	0.2299394989
731	0.2299268036
732	0.22990625
733	0.2298899841
734	0.2298736267
735	0.2298670349
736	0.2298471069
737	0.2298431396
738	0.2298170929
739	0.2298128357
740	0.2297931824
741	0.2297725372
742	0.229766922
743	0.2297517548
744	0.2297079926
745	0.229683136
746	0.2296581116
747	0.2296539612
748	0.2296339722
749	0.2295884705
750	0.2295485535
751	0.2295444336
752	0.229537796
753	0.2295085754
754	0.2295047455
755	0.2294697571
756	0.2294414673
757	0.2293917084
758	0.2293388367
759	0.229333313
760	0.2293026428
761	0.2292761841
762	0.2292456818
763	0.2292417297
764	0.229213974
765	0.2291856384
766	0.2291500702
767	0.2291211548
768	0.2291180115
769	0.229083252
770	0.2290766602
771	0.2290341187
772	0.2290193787
773	0.2289883575
774	0.2289621582
775	0.2289247437
776	0.2289115143
777	0.2289083252
778	0.2288738098
779	0.2288553925
780	0.228818634
781	0.2288157043
782	0.228753418
783	0.2287470398
784	0.2287275848
785	0.228703949
786	0.2286781158
787	0.2286570129
788	0.2286242981
789	0.2286030884
790	0.2285795593
791	0.2285743713
792	0.2285491638
793	0.2285456543
794	0.2285416412
795	0.2284984894
796	0.2284942017
797	0.228491272
798	0.2284688721
799	0.2284654236
800	0.2284313202
801	0.2284279175
802	0.228393219
803	0.2283891754
804	0.2283554382
805	0.2283514709
806	0.2283320923
807	0.2283088837
808	0.2282569275
809	0.2282528687
810	0.228249115
811	0.2282251282
812	0.2282217255
813	0.2282182312
814	0.2282151337
815	0.2281824646
816	0.2281779785
817	0.2281483459
818	0.2281108398
819	0.2280656738
820	0.2280624084
821	0.2280460663
822	0.2279998016
823	0.2279766388
824	0.2279348145
825	0.2279324951
826	0.2279283752
827	0.2278968201
828	0.2278806458
829	0.2278624268
830	0.2278589935
831	0.2278203735
832	0.2278023376
833	0.2277969055
834	0.2277647552
835	0.2277615051
836	0.2277575684
837	0.2277393494
838	0.2277335205
839	0.2277296143
840	0.2276960449
841	0.2276924744
842	0.2276695709
843	0.227662323
844	0.2276368561
845	0.2276335144
846	0.2276282959
847	0.22761409
848	0.2275750427
849	0.2275667419
850	0.2275616913
851	0.2275529633
852	0.2275453491
853	0.2275427704
854	0.2275147095
855	0.2275100098
856	0.2274620667
857	0.2274372864
858	0.2273846741
859	0.2273789063
860	0.2273469849
861	0.2273425293
862	0.2273394928
863	0.2273077393
864	0.2272720032
865	0.227238205
866	0.2272039185
867	0.2272000122
868	0.2271762085
869	0.2271455994
870	0.2271412811
871	0.2271036987
872	0.2270746765
873	0.2270579987
874	0.2270553436
875	0.2270300598
876	0.2270196228
877	0.2269960785
878	0.2269642639
879	0.2269603882
880	0.2269561462
881	0.2269291229
882	0.2269155884
883	0.2268962097
884	0.2268667908
885	0.2268613586
886	0.2268298798
887	0.2268258972
888	0.2267843018
889	0.2267595062
890	0.2267557068
891	0.2267239685
892	0.226719574
893	0.2266948242
894	0.226668396
895	0.2266395264
896	0.2266340027
897	0.2265821686
898	0.226578537
899	0.2265750122
900	0.2265707703
901	0.226567749
902	0.2265373993
903	0.2265319672
904	0.2264869232
905	0.2264573059
906	0.2264519653
907	0.226414566
908	0.2263883209
909	0.2263842773
910	0.2263720551
911	0.2263676453
912	0.2263409729
913	0.2263354645
914	0.2263303833
915	0.2262868805
916	0.2262510834
917	0.226247345
918	0.2262425995
919	0.2262382965
920	0.2262138367
921	0.2262108459
922	0.226208313
923	0.2261740265
924	0.2261483154
925	0.2261454163
926	0.2261280212
927	0.2261176453
928	0.22609198
929	0.2260498047
930	0.2260167542
931	0.2259770203
932	0.2259716644
933	0.2259293213
934	0.2259253845
935	0.225888504
936	0.2258501892
937	0.2258459473
938	0.2258417664
939	0.2258138733
940	0.2258097076
941	0.2257929993
942	0.2257617035
943	0.2257579041
944	0.2257337036
945	0.225710083
946	0.2256891174
947	0.2256835632
948	0.2256794434
949	0.2256288147
950	0.2255847931
951	0.2255491333
952	0.2255209503
953	0.2254977722
954	0.2254758453
955	0.225471344
956	0.2254687805
957	0.2254666138
958	0.2254627991
959	0.2254388885
960	0.2253849487
961	0.2253518524
962	0.2253345337
963	0.2252961121
964	0.2252586823
965	0.2252224121
966	0.2251836395
967	0.2251361389
968	0.2251050415
969	0.2250786743
970	0.225046936
971	0.2250229492
972	0.2249882355
973	0.2249539795
974	0.2249486542
975	0.2249428711
976	0.2249005737
977	0.2248730927
978	0.2248559875
979	0.2248327179
980	0.2248140106
981	0.2248092957
982	0.2247827759
983	0.2247387543
984	0.2247089691
985	0.2246866455
986	0.2246473541
987	0.2246426849
988	0.2246378326
989	0.2246329651
990	0.2246030273
991	0.2245990906
992	0.2245495453
993	0.2245161133
994	0.2244889679
995	0.224454422
996	0.2244172363
997	0.2243936462
998	0.2243555298
999	0.2243251038
